Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	22	5.0691244239631335	1.5811438980079711E-7	Q9UDL5, P24385, Q9NZD0, A0A0A0MTQ2, P49841, P17252, P48736, Q02750, P27361, P35222, P11166, P04049, P46531, Q04721, O00329, P42338, P42336, P28482, P42345, P01116, Q9UEQ3, P01111	342	115	6879	3.8479023646071697	3.842106165186099E-5	6.861033318150689E-7	2.0448758322189065E-4
KEGG_PATHWAY	hsa04014:Ras signaling pathway	32	7.373271889400922	1.8481074183960713E-7	Q9UHD2, P17252, P08581, P48736, Q02750, O15111, O00329, Q9NZK7, Q9BZM2, P28482, Q9GZX1, P06213, P01127, Q6NZY6, P27361, P04054, P19838, O15496, P00519, Q9UNK4, P04049, P08069, Q07817, P35968, P39877, P42338, P42336, Q04206, P01133, P01116, Q5R387, P01111	342	226	6879	2.848004968172644	4.4908006017641E-5	7.878771354219438E-7	2.3901364054612628E-4
KEGG_PATHWAY	hsa05166:HTLV-I infection	34	7.834101382488479	2.6650381895195194E-7	P24385, Q9NZD0, O14746, P48736, P01375, P35222, O15111, Q13315, P11166, P14324, Q9UCZ6, O00329, P04141, P17861, P01100, P01127, P06400, Q9HCQ8, P49841, P05362, P25963, P40933, P19838, P60568, P05412, Q07817, Q13535, P42338, O14980, P42336, P11802, Q04206, P01116, P01111	342	254	6879	2.692429893631717	6.475833971086864E-5	1.1165586287775753E-6	3.446662044548354E-4
REACTOME_PATHWAY	R-HSA-2142816:R-HSA-2142816	7	1.6129032258064515	3.183273599884228E-7	P05177, P04798, Q02928, P33261, P10632, P11712, Q9UIU8	368	9	9075	19.180253623188406	2.1262010348443994E-4	2.6579985538788264E-5	4.7704884011956494E-4
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	15	3.4562211981566824	3.608464977088935E-7	Q9UCR9, Q96T22, Q15653, P13500, P25963, P28482, Q04206, P01375, Q2XNF2, P27361, P53778, P19838, O15264, O15111, P01584	342	56	6879	5.387687969924811	8.7681870477474E-5	1.4861974507729414E-6	4.666782009055126E-4
KEGG_PATHWAY	hsa04726:Serotonergic synapse	21	4.838709677419355	3.941047901991445E-7	Q8N118, O15296, P09917, P10635, P18054, P31645, Q5T7T7, P17252, P35354, Q02750, P27361, P33261, P10632, P11712, P04049, P27338, P28482, P21397, P42574, P01116, P01111	342	111	6879	3.805357989568516	9.576289734214427E-5	1.5961234411943082E-6	5.096906279145053E-4
KEGG_PATHWAY	hsa05152:Tuberculosis	27	6.221198156682028	4.913055715020843E-7	Q9UDL5, P01375, P53778, Q9UCZ6, O60674, P22301, P28482, Q5VZI8, P11215, O15264, Q9UEQ3, Q2XNF2, P27361, P19838, P99999, P04049, Q96T22, Q9Y2U7, Q8NEB9, Q04206, P42574, P55957, O60603, Q15399, Q9UJ65, P01584, Q9UD42	342	177	6879	3.068242640499554	1.1938015681167702E-4	1.95716666162582E-6	6.353987725638E-4
KEGG_PATHWAY	hsa05211:Renal cell carcinoma	16	3.686635944700461	5.259510444849439E-7	P27540, P08581, P48736, P27361, Q02750, P11166, P04049, P05412, O00329, P42338, P42336, Q9UKM3, P28482, P01116, P01127, P01111	342	66	6879	4.8761297182349805	1.2779797056561293E-4	2.0613871886121515E-6	6.802051481624716E-4
KEGG_PATHWAY	hsa00760:Nicotinate and nicotinamide metabolism	11	2.5345622119815667	6.764409641955912E-7	P28907, Q06278, Q8TCD5, Q9NPB1, P43490, P00491, P49902, P21589, Q9BXI3, Q96P26, Q969T7	342	29	6879	7.6294615849969745	1.6436170104128234E-4	2.60912691218973E-6	8.74830876351762E-4
KEGG_PATHWAY	hsa05146:Amoebiasis	20	4.6082949308755765	8.410195357789678E-7	H0Y4K8, P17252, P01375, P48736, P19838, Q9UCR9, O00329, Q05397, P42338, P04141, P42336, P22301, Q04206, Q5VZI8, Q9UC36, P42574, P11215, O60603, Q9UD42, P01584	342	106	6879	3.795100959947037	2.0434695145288284E-4	3.193242294363685E-6	0.0010876767877032734
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	19	4.377880184331797	1.3231742394801181E-6	P48736, P14780, P27361, Q02750, P04049, P05412, O00329, Q92731, P42338, P08253, P42336, P0DMV8, Q9GZX1, P28482, Q14434, P01116, P08047, P01100, P01111	342	99	6879	3.8602693602693603	3.2147986719188726E-4	4.946627041091389E-6	0.0017112346443526327
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	21	4.838709677419355	1.879365530488516E-6	P06400, Q9UHD2, Q9NZD0, Q15653, P05362, P25963, P19525, P48736, P53778, Q2XNF2, P19838, P24941, Q93009, O15111, P05412, O00329, P42338, P42336, Q04206, O15264, P40763	342	122	6879	3.462251941328731	4.565819877656585E-4	6.9194647430714795E-6	0.0024305375942890173
KEGG_PATHWAY	hsa05321:Inflammatory bowel disease (IBD)	15	3.4562211981566824	2.0711737959475043E-6	Q9UDL5, P01375, P19838, Q16552, P35225, P05113, P60568, P05412, P22301, Q04206, Q5VZI8, O60603, P40763, P01584, Q9BZS1	342	64	6879	4.714226973684211	5.031691215514611E-4	7.51184870551036E-6	0.002678595479410628
KEGG_PATHWAY	hsa04910:Insulin signaling pathway	22	5.0691244239631335	3.584773642745555E-6	P49841, P48736, Q02750, P62753, P27361, P35568, P18031, P04049, P14672, O00329, Q641R5, P11217, P42338, P52789, P42336, P28482, P11216, P42345, P06213, P01116, Q6PJ36, P01111	342	138	6879	3.2065853038393084	8.70722257712564E-4	1.2810234956028843E-5	0.004636053130047113
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	14	3.225806451612903	3.607053055927523E-6	Q15831, Q9NX09, P51812, P17252, P01375, P48736, P62753, P27361, P35568, O00329, P42338, P42336, P28482, P42345	342	58	6879	4.855111917725347	8.761314459285741E-4	1.2703042118644703E-5	0.004664865638370763
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis (ALS)	13	2.995391705069124	3.998857503422278E-6	P99999, Q9UCZ6, Q07817, Q9NZD0, P01375, P42574, P53778, Q2XNF2, P55957, P04040, Q9UJ65, Q9UEQ3, O15264	342	50	6879	5.229649122807017	9.712523450504662E-4	1.388167959481823E-5	0.005171559459848929
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	26	5.990783410138248	4.334495701738058E-6	Q9UDL5, P02778, P48736, Q02750, P61073, O15111, Q9UCR9, Q92583, O00329, O60674, P28482, P49840, P49841, Q15653, P13500, P25963, P27361, P19838, P04049, P42338, Q05397, P42336, Q04206, P01116, P01111, P40763	342	186	6879	2.811639313337106	0.0010527302285757711	1.4834886275294501E-5	0.005605615439130407
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	17	3.9170506912442393	4.426385277442108E-6	P51812, P48736, Q2XNF2, Q02750, P53778, P27361, P24941, P06493, P08069, P04049, P14635, O00329, P42338, P42336, P28482, P01116, O15264	342	87	6879	3.9303286953014718	0.0010750357375635122	1.4938971786837563E-5	0.0057244491065922
KEGG_PATHWAY	hsa04622:RIG-I-like receptor signaling pathway	15	3.4562211981566824	6.376556636719343E-6	Q9UHD2, P02778, Q3LXA3, Q15653, P25963, P01375, P53778, Q2XNF2, P19838, O15111, Q9UCR9, Q96T22, Q9Y2U7, Q04206, O15264	342	70	6879	4.31015037593985	0.0015483083349691062	2.1225914494049647E-5	0.008246423872759756
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	18	4.147465437788019	7.801247813228033E-6	P17252, P48736, P27361, Q02750, P04049, P05412, O00329, P42338, P42336, Q9GZX1, P28482, P01133, P42345, P01116, P08047, P01100, P01127, P01111	342	101	6879	3.584679520583637	0.001893914888608128	2.561738285666859E-5	0.010088807020591783
KEGG_PATHWAY	hsa05168:Herpes simplex infection	25	5.76036866359447	1.0386321255904334E-5	Q9UDL5, Q9UHD2, Q9NZD0, Q15653, P13500, P25963, P40933, P19525, P01375, P19838, P24941, Q05823, P06493, Q93009, O15111, P99999, Q96T22, P05412, O60674, Q04206, P42574, P05198, O60603, P01100, P01584	342	183	6879	2.7478190010545487	0.002520706841747322	3.3651289411684715E-5	0.013431694154997231
REACTOME_PATHWAY	R-HSA-2142691:R-HSA-2142691	8	1.8433179723502304	1.1884449945335134E-5	P09917, Q5TCH4, Q9UQ99, Q08477, Q6NT55, Q02928, P13584, Q9UIU8	368	21	9075	9.394409937888199	0.007907430217637734	8.81706594562881E-4	0.017808725341905696
REACTOME_PATHWAY	R-HSA-111459:R-HSA-111459	5	1.1520737327188941	1.2743275355866295E-5	P99999, P42574, Q96BA0, Q9UJ65, Q9UEQ3	368	5	9075	24.660326086956523	0.008476432909592546	8.508940018898681E-4	0.01909555165549026
KEGG_PATHWAY	hsa04960:Aldosterone-regulated sodium reabsorption	11	2.5345622119815667	1.3759519839742468E-5	O00329, P42338, P17252, P42336, P28482, P48736, P27361, P01116, P06213, P35568, Q9UC51	342	39	6879	5.673189383715699	0.0033380027641962684	4.3993589150748136E-5	0.01779359006770509
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	19	4.377880184331797	2.7665849767719234E-5	O14763, P05362, P17252, P01375, P48736, P27361, Q02750, P50591, P04049, O00329, P42338, P04141, P42336, P28482, P06241, P42574, P55957, P01116, P01111	342	122	6879	3.1325136612021853	0.006700346393909262	8.730650663379969E-5	0.035774064316607124
KEGG_PATHWAY	hsa00100:Steroid biosynthesis	8	1.8433179723502304	3.061734860130913E-5	Q99868, Q15738, Q14534, Q15392, Q9UBM7, O75845, O76062, Q15125	342	20	6879	8.04561403508772	0.007412520359487695	9.538172791501154E-5	0.03958988138262898
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	14	3.225806451612903	3.1603244585239976E-5	Q15831, Q15653, P25963, P01375, P19838, P35568, O15111, P11166, P14672, O60674, Q04206, P42345, P48357, P40763	342	70	6879	4.02280701754386	0.007650296159735892	9.720679140146071E-5	0.04086445764147628
REACTOME_PATHWAY	R-HSA-2426168:R-HSA-2426168	10	2.3041474654377883	3.575086233001567E-5	P14324, Q99868, Q14534, Q9UBM7, O75845, O76062, Q12772, P04035, P08047, Q6PJ36	368	42	9075	5.871506211180124	0.023599084601861886	0.0021687360626195806	0.05356335739931106
REACTOME_PATHWAY	R-HSA-2142770:R-HSA-2142770	5	1.1520737327188941	3.7007507228978566E-5	O15296, P35354, P18283, P07203, P36969	368	6	9075	20.550271739130434	0.024418399282953085	0.002058002093051514	0.055445625322325665
REACTOME_PATHWAY	R-HSA-975634:R-HSA-975634	10	2.3041474654377883	4.362389154867601E-5	P02649, Q9HAY6, Q9BYV7, P06858, Q13787, P02766, Q9UII3, Q53ZD9, P50120, P16233	368	43	9075	5.734959555106168	0.028720879438513425	0.0022391351722275132	0.0653554433722836
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	20	4.6082949308755765	5.4652125681097966E-5	P49841, Q96S42, P48736, Q2XNF2, Q02750, P53778, P27361, P35222, P08069, P04049, O00329, O60674, P42338, P42336, P28482, P01116, Q9H4L7, O15264, P40763, P01111	342	140	6879	2.8734335839599	0.013193028361324521	1.6599658924876248E-4	0.07065801044655595
REACTOME_PATHWAY	R-HSA-211979:R-HSA-211979	6	1.3824884792626728	6.589762484013747E-5	Q5TCH4, Q08477, Q6NT55, Q02928, P13584, Q9UIU8	368	12	9075	12.33016304347826	0.043066199450136344	0.0031394233756928402	0.09870962032757502
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	25	5.76036866359447	6.917084179250966E-5	P06400, P24385, Q9NZD0, P25963, P19525, P48736, P27361, P19838, P06493, P24941, Q93009, Q9UCZ6, Q96T22, P05412, O00329, P42338, P11802, P42336, P28482, Q04206, P42574, P01116, Q96E76, P01111, P40763	342	205	6879	2.452931108258451	0.016668611300367786	2.0749817189236186E-4	0.0894210550025587
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	22	5.0691244239631335	7.01315261424169E-5	Q16695, P36888, Q9NZD0, Q9BU99, P08581, P14780, P19838, P50750, P17936, Q13315, P05164, Q9UCR9, P08069, Q07817, Q16548, Q05397, P04141, P08254, Q04206, P11215, P00749, P08047	342	167	6879	2.649753125328291	0.016898155565681194	2.078144824797512E-4	0.09066246631614927
REACTOME_PATHWAY	R-HSA-1433557:R-HSA-1433557	9	2.0737327188940093	9.129165369389596E-5	Q9UDL5, O60674, P17252, P42336, P06241, P14780, P01116, P01111, P40763	368	37	9075	5.998457696827262	0.059163220220379564	0.004057453431886127	0.13672366174224404
KEGG_PATHWAY	hsa05144:Malaria	11	2.5345622119815667	1.141588105913638E-4	Q9UCR9, P13500, P05362, P08581, P22301, Q5VZI8, P01375, P16581, O60603, P04921, P01584	342	49	6879	4.515395631936985	0.02736089437021616	3.3418721340283675E-4	0.14753994090921374
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	28	6.451612903225806	1.227355067503904E-4	Q9NZD0, P17252, P01375, Q02750, P53778, Q13164, O15111, P24522, Q9GZX1, P28482, Q9UC36, P01100, P01127, O15264, P51812, Q2XNF2, P27361, P19838, P04049, P05412, Q9BYY7, P0DMV8, Q04206, P01133, P42574, P01116, P01111, P01584	342	253	6879	2.22605921919423	0.029386136389902395	3.5501504541457507E-4	0.15861642949942523
REACTOME_PATHWAY	R-HSA-2142670:R-HSA-2142670	5	1.1520737327188941	1.6185557964623588E-4	P05177, P04798, P33261, P10632, P11712	368	8	9075	15.412703804347824	0.10248754207736843	0.006735233330847357	0.2422847175688636
REACTOME_PATHWAY	R-HSA-5603027:R-HSA-5603027	5	1.1520737327188941	1.6185557964623588E-4	Q15653, P25963, Q04206, P19838, O15111	368	8	9075	15.412703804347824	0.10248754207736843	0.006735233330847357	0.2422847175688636
REACTOME_PATHWAY	R-HSA-4420097:R-HSA-4420097	11	2.5345622119815667	1.6978304600436927E-4	P04839, P35968, P30530, P42338, Q05397, P42336, P06241, Q9UC36, P53778, Q2XNF2, O15264	368	62	9075	4.375219144460028	0.10722858382376288	0.0066498327515249755	0.2541374086119652
KEGG_PATHWAY	hsa04972:Pancreatic secretion	15	3.4562211981566824	1.7341500766069007E-4	P17252, P40313, Q9UMN9, P04054, O15496, P16233, P28907, Q9UNK4, P13569, Q9NZK7, P39877, Q9BZM2, O14983, P55011, Q5R387	342	93	6879	3.244199207696661	0.04126780844738154	4.956830041554783E-4	0.22404400840539962
KEGG_PATHWAY	hsa05132:Salmonella infection	14	3.225806451612903	1.9640301755840256E-4	Q2XNF2, P53778, P27361, P19838, Q9UCR9, P05412, P04141, P28482, Q5VZI8, Q04206, P01100, O15264, Q9UD42, P01584	342	83	6879	3.3927288099767487	0.046609423766784897	5.548532287178443E-4	0.2537086409027167
KEGG_PATHWAY	hsa05010:Alzheimer's disease	21	4.838709677419355	2.2228888704158177E-4	P47985, O75460, P06858, P49841, Q06055, P01375, Q9B2X7, P27361, P99999, Q96T22, P06576, P02649, O14983, P28482, P42574, P55957, Q96BA0, P36542, Q9UEQ3, Q9UJ65, P01584	342	168	6879	2.5142543859649122	0.05258893008634802	6.207521276675454E-4	0.2871030441907063
KEGG_PATHWAY	hsa02010:ABC transporters	10	2.3041474654377883	2.4666009210272616E-4	Q9H222, P13569, Q9H221, Q9UQ99, Q9UNQ0, O15439, Q9UN09, O95342, Q9UNP5, Q9BXL1	342	44	6879	4.571371610845295	0.058184417441629166	6.809702594696709E-4	0.3185340066086395
REACTOME_PATHWAY	R-HSA-6807062:R-HSA-6807062	4	0.9216589861751152	2.545856743553338E-4	Q15392, Q9UBM7, O75845, Q15125	368	4	9075	24.66032608695652	0.15640679230055787	0.009404657078744494	0.38084721091607987
REACTOME_PATHWAY	R-HSA-6807047:R-HSA-6807047	4	0.9216589861751152	2.545856743553338E-4	Q15392, Q9UBM7, O75845, Q15125	368	4	9075	24.66032608695652	0.15640679230055787	0.009404657078744494	0.38084721091607987
KEGG_PATHWAY	hsa05131:Shigellosis	12	2.7649769585253456	2.6365697125152335E-4	Q9UCR9, Q15653, P25963, P28482, Q04206, P27361, P53778, Q2XNF2, P19838, P00519, O15264, O15111	342	64	6879	3.771381578947368	0.06206730996131693	7.197082067426086E-4	0.3404490655051884
REACTOME_PATHWAY	R-HSA-2179392:R-HSA-2179392	5	1.1520737327188941	2.820616406321579E-4	P08254, P17252, Q9GZX1, P01116, P01111	368	9	9075	13.70018115942029	0.17175291192876507	0.009869070218086806	0.42186882796872993
REACTOME_PATHWAY	R-HSA-982772:R-HSA-982772	7	1.6129032258064515	3.0410053097410666E-4	Q9UDL5, O60674, P28482, P27361, P35568, P18031, P40763	368	24	9075	7.192595108695652	0.18386055351381658	0.010107079105402539	0.45476149608567606
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	14	3.225806451612903	3.175661669230246E-4	P05362, P35354, P25963, P01375, P19838, O15111, Q13315, Q9UCR9, Q16548, Q07817, Q04206, Q5VZI8, P00749, P01584	342	87	6879	3.236741278483565	0.0742775638268609	8.571972210620338E-4	0.40992790123554057
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	17	3.9170506912442393	3.4625060638672993E-4	Q96EB6, Q15831, P24385, Q6B4V6, P48736, P04035, P35568, P08069, P13569, P14672, O00329, P42338, P42336, P48357, P42345, P06213, Q6PJ36	342	123	6879	2.7799885893595775	0.0807098356989483	9.243359149104791E-4	0.44687854079329403
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	14	3.225806451612903	3.5628414250066194E-4	P13500, P05362, P40933, P01375, Q16552, Q9UCR9, P05412, P04141, P08254, Q5VZI8, O60603, P01100, P01584, P03956	342	88	6879	3.1999601275917064	0.08294925785064089	9.407797249464389E-4	0.4598005262676841
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	29	6.682027649769585	3.9499672984646164E-4	P24385, Q9NZD0, Q9NX09, Q9UQ99, P17252, P08581, Q02750, P14780, P09601, Q13164, P35568, Q13315, P46531, Q04721, Q9GZX1, P42345, P01127, Q96EB6, P35354, Q9UHR8, P19838, P00519, P04049, P42574, P01116, P00749, P40763, P01111, P11309	342	286	6879	2.0395350263771315	0.09153886109557496	0.0010317594888117343	0.5096431706025806
KEGG_PATHWAY	hsa05120:Epithelial cell signaling in Helicobacter pylori infection	12	2.7649769585253456	3.988050132748018E-4	Q9UCR9, P05412, P25963, P08581, Q04206, Q9GZX1, P42574, P53778, Q2XNF2, P19838, O15264, O15111	342	67	6879	3.602513747054202	0.09237950734900835	0.0010306275529751163	0.5145451097298359
KEGG_PATHWAY	hsa05216:Thyroid cancer	8	1.8433179723502304	4.186771221041458E-4	P24385, Q9NZD0, P28482, P27361, Q02750, P01116, P35222, P01111	342	29	6879	5.5486993345432545	0.09675355470005731	0.0010705827739443396	0.5401204383928215
REACTOME_PATHWAY	R-HSA-1482922:R-HSA-1482922	6	1.3824884792626728	4.3537307057636053E-4	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496	368	17	9075	8.703644501278772	0.25240398898048566	0.013756527819997477	0.6504735398557004
REACTOME_PATHWAY	R-HSA-450341:R-HSA-450341	5	1.1520737327188941	4.5515120859385854E-4	P05412, P28482, P27361, Q2XNF2, P01100	368	10	9075	12.330163043478262	0.26222045657864856	0.013728090238619872	0.6799292893000963
KEGG_PATHWAY	hsa04912:GnRH signaling pathway	14	3.225806451612903	4.974203512361444E-4	P17252, P53778, P27361, Q02750, Q2XNF2, Q13164, P04049, P05412, P08253, P28482, Q9GZX1, P01116, P01111, O15264	342	91	6879	3.0944669365721995	0.11388028385674387	0.0012586157956687716	0.6414030423071315
KEGG_PATHWAY	hsa04510:Focal adhesion	23	5.299539170506913	5.16651116285613E-4	P24385, H0Y4K8, P49841, P17252, P08581, P48736, Q02750, P27361, P35222, P08069, P04049, P05412, P35968, O00329, P17301, Q05397, P42338, P42336, Q9GZX1, P28482, P06241, P01133, P01127	342	206	6879	2.2457417816385625	0.118013619081486	0.0012937877384913143	0.666123937504981
KEGG_PATHWAY	hsa04976:Bile secretion	12	2.7649769585253456	5.179306026431643E-4	P11166, Q9H222, P13569, Q9H221, Q9Y6L6, P22680, Q9UNQ0, O15439, Q53ZD9, O95342, P04035, Q8WTV0	342	69	6879	3.498093058733791	0.11828794129686326	0.001283764455553671	0.6677684989971455
KEGG_PATHWAY	hsa04913:Ovarian steroidogenesis	10	2.3041474654377883	5.742145913643797E-4	P14060, P08069, P09917, P04798, P35354, P22888, Q9UII3, Q53ZD9, P06213, Q8WTV0	342	49	6879	4.104905119942714	0.1302715324517928	0.0014088472710270805	0.7400871130486375
REACTOME_PATHWAY	R-HSA-912526:R-HSA-912526	7	1.6129032258064515	6.034807357580376E-4	P05113, P60568, O00329, O60674, P04141, P42338, P42336	368	27	9075	6.393417874396136	0.3318528328276068	0.017379670943955317	0.9005780825318221
REACTOME_PATHWAY	R-HSA-2142850:R-HSA-2142850	4	0.9216589861751152	6.173492728508992E-4	Q92839, O00219, Q92819, Q9UNP5	368	5	9075	19.72826086956522	0.33801783255374296	0.017041319895382046	0.921184933966479
REACTOME_PATHWAY	R-HSA-111463:R-HSA-111463	4	0.9216589861751152	6.173492728508992E-4	Q9NR28, P42574, Q96BA0, Q9UEQ3	368	5	9075	19.72826086956522	0.33801783255374296	0.017041319895382046	0.921184933966479
REACTOME_PATHWAY	R-HSA-111464:R-HSA-111464	4	0.9216589861751152	6.173492728508992E-4	Q9NR28, P42574, Q96BA0, Q9UEQ3	368	5	9075	19.72826086956522	0.33801783255374296	0.017041319895382046	0.921184933966479
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	23	5.299539170506913	6.726516755260047E-4	P17252, P08581, P48736, Q2XNF2, Q02750, P53778, P27361, P35222, P08069, P04049, P35968, O00329, P42338, P42336, Q9GZX1, P28482, P01133, P11215, P06213, P01116, P01127, O15264, P01111	342	210	6879	2.2029657477025895	0.15084144554313927	0.0016337575202211019	0.8664509592135383
REACTOME_PATHWAY	R-HSA-1482925:R-HSA-1482925	6	1.3824884792626728	7.65215266489785E-4	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496	368	19	9075	7.787471395881007	0.40032022406600287	0.02024660713770332	1.1406461841511728
REACTOME_PATHWAY	R-HSA-1482801:R-HSA-1482801	6	1.3824884792626728	7.65215266489785E-4	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496	368	19	9075	7.787471395881007	0.40032022406600287	0.02024660713770332	1.1406461841511728
REACTOME_PATHWAY	R-HSA-5673001:R-HSA-5673001	14	3.225806451612903	7.901196531482055E-4	P27361, P35568, P05113, P60568, O60674, Q05397, P04141, Q9GZX1, P28482, P06241, P01133, P01116, P01127, P01111	368	116	9075	2.976246251874063	0.4102216854553572	0.02010320215344752	1.1775643592313534
REACTOME_PATHWAY	R-HSA-186763:R-HSA-186763	7	1.6129032258064515	9.044285035198347E-4	Q9UDL5, P42338, P42336, P01116, P01127, P01111, P40763	368	29	9075	5.952492503748126	0.4536151041647062	0.0221376410093046	1.3468503933758424
REACTOME_PATHWAY	R-HSA-191273:R-HSA-191273	6	1.3824884792626728	9.867975482517645E-4	P14324, Q99868, Q15738, Q14534, O76062, P04035	368	20	9075	7.398097826086957	0.48289338922418623	0.0232785679157268	1.468667260344625
KEGG_PATHWAY	hsa04725:Cholinergic synapse	15	3.4562211981566824	0.001094921710292826	P17252, Q9UMN9, P48736, P27361, Q02750, O00329, O60674, P42338, P42336, P28482, P06241, Q53F46, P01116, P01100, P01111	342	111	6879	2.718112849691797	0.23372314322395515	0.0026322892638325213	1.4068374531829408
KEGG_PATHWAY	hsa00592:alpha-Linolenic acid metabolism	7	1.6129032258064515	0.001126850698379252	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496, Q5R387	342	25	6879	5.631929824561403	0.23965204541253238	0.0026824655021733257	1.4475868198893904
REACTOME_PATHWAY	R-HSA-5660668:R-HSA-5660668	4	0.9216589861751152	0.0011976910384749134	Q96T22, Q04206, P19838, P01584	368	6	9075	16.440217391304348	0.5509123090448342	0.027227199180770434	1.7799213974790562
REACTOME_PATHWAY	R-HSA-5674499:R-HSA-5674499	4	0.9216589861751152	0.0011976910384749134	P04049, P28482, P27361, Q02750	368	6	9075	16.440217391304348	0.5509123090448342	0.027227199180770434	1.7799213974790562
REACTOME_PATHWAY	R-HSA-189483:R-HSA-189483	4	0.9216589861751152	0.0011976910384749134	P22309, P30043, P22310, P09601	368	6	9075	16.440217391304348	0.5509123090448342	0.027227199180770434	1.7799213974790562
REACTOME_PATHWAY	R-HSA-2142688:R-HSA-2142688	4	0.9216589861751152	0.0011976910384749134	P09917, P18283, P07203, P36969	368	6	9075	16.440217391304348	0.5509123090448342	0.027227199180770434	1.7799213974790562
REACTOME_PATHWAY	R-HSA-2142712:R-HSA-2142712	4	0.9216589861751152	0.0011976910384749134	P18054, P18283, P07203, P36969	368	6	9075	16.440217391304348	0.5509123090448342	0.027227199180770434	1.7799213974790562
REACTOME_PATHWAY	R-HSA-5621575:R-HSA-5621575	6	1.3824884792626728	0.0012527024040266067	P04049, Q04206, P06241, P01116, P19838, P01111	368	21	9075	7.045807453416148	0.5671351731836219	0.027525079585581702	1.8609607091800928
REACTOME_PATHWAY	R-HSA-171007:R-HSA-171007	5	1.1520737327188941	0.0014068479743429248	P53778, Q2XNF2, P01116, P01111, O15264	368	13	9075	9.484740802675585	0.6095424910035143	0.029881111247786585	2.0877060658782476
REACTOME_PATHWAY	R-HSA-70153:R-HSA-70153	5	1.1520737327188941	0.0014068479743429248	P11166, P11168, P14672, P11169, P52789	368	13	9075	9.484740802675585	0.6095424910035143	0.029881111247786585	2.0877060658782476
KEGG_PATHWAY	hsa04670:Leukocyte transendothelial migration	15	3.4562211981566824	0.0015497304351781978	P05362, P17252, P48736, P53778, P14780, Q2XNF2, P61073, P35222, O00329, P42338, Q05397, P42336, P08253, P11215, O15264	342	115	6879	2.623569794050343	0.3139992787026189	0.003652310145438875	1.9858232155150701
REACTOME_PATHWAY	R-HSA-375165:R-HSA-375165	6	1.3824884792626728	0.001568040084721401	Q05397, P28482, P06241, P27361, P01116, P01111	368	22	9075	6.725543478260869	0.6494573366370925	0.0322277775949561	2.3242937287425436
REACTOME_PATHWAY	R-HSA-114604:R-HSA-114604	9	2.0737327188940093	0.0017191150104762724	P05113, P60568, O00329, O60674, P04141, P42338, P42336, P48736, P06241	368	56	9075	3.963266692546584	0.6831595831639007	0.034229452525472936	2.5455475772856784
KEGG_PATHWAY	hsa04320:Dorso-ventral axis formation	7	1.6129032258064515	0.0017318875208268965	P46531, Q04721, P28482, Q9GZX1, P27361, Q02750, P01116	342	27	6879	5.214749837556855	0.3437500361455941	0.004041939286530072	2.2168337593616805
KEGG_PATHWAY	hsa05416:Viral myocarditis	10	2.3041474654377883	0.0017732124215892981	P99999, P24385, Q96T22, P05362, Q6NZY6, P06241, P42574, P55957, P00519, Q9UEQ3	342	57	6879	3.528778085564789	0.3503185420853173	0.00409893918840909	2.26917179372913
REACTOME_PATHWAY	R-HSA-179812:R-HSA-179812	4	0.9216589861751152	0.0020332641561960573	Q9GZX1, P01133, P01116, P01111	368	7	9075	14.091614906832296	0.7432373447915737	0.0391993461479162	3.0041318715865795
REACTOME_PATHWAY	R-HSA-75158:R-HSA-75158	4	0.9216589861751152	0.0020332641561960573	Q96T22, O14763, Q9Y2U7, P50591	368	7	9075	14.091614906832296	0.7432373447915737	0.0391993461479162	3.0041318715865795
REACTOME_PATHWAY	R-HSA-5603029:R-HSA-5603029	4	0.9216589861751152	0.0020332641561960573	P25963, Q04206, P19838, O15111	368	7	9075	14.091614906832296	0.7432373447915737	0.0391993461479162	3.0041318715865795
